table_name,column_name,description,semantic_status,note
classes,collection_campaign,Đợt thu thập mà lớp được tạo ra trong đó.,NEEDS_REVIEW,Cùng câu hỏi như `samples.collection_campaign`: quy tắc đặt tên đợt chưa xác nhận.
classes,motion_type,Lớp là ký hiệu tĩnh hay động.,VERIFIED,Đo được: `static` và `dynamic`
classes,tenant_id,Tổ chức xác định phạm vi của lớp.,VERIFIED,
classes,region,Chiều phân loại vùng miền của lớp; tham gia khoá duy nhất TỰ NHIÊN của lớp chưa xoá mềm.,VERIFIED,"Chỉ mục duy nhất MỘT PHẦN uq_classes_tenant_slug_lang_dialect_region gồm (tenant_id, slug, language, dialect, region) với predicate `deleted_at IS NULL`; vì vậy vùng miền tham gia phân biệt các lớp trùng mọi chiều còn lại. Khoá chính vẫn là `class_uid`. Mặc định `unclassified`"
registry_versions,tenant_id,Tổ chức sở hữu phiên bản registry này.,VERIFIED,
registry_versions,version,Số hiệu phiên bản registry TRONG PHẠM VI một tổ chức.,VERIFIED,"KHÁC `community_versions.version`, vốn đánh số cho khuôn nền tảng"
registry_versions,content_hash,Băm nội dung của bản chụp.,VERIFIED,"Cho phép biết danh mục hiện tại đã khác bản công bố gần nhất chưa, mà không cần so ngày"
registry_versions,snapshot,Bản chụp bất biến toàn bộ danh mục của tổ chức tại thời điểm công bố.,VERIFIED,
registry_versions,note,Ghi chú kèm lượt công bố.,VERIFIED,
registry_versions,created_by,Tài khoản đã công bố.,VERIFIED,
registry_versions,created_at,Thời điểm công bố.,VERIFIED,
vocabulary_registry_meta,tenant_id,Tổ chức mà con trỏ này thuộc về.,VERIFIED,"Đồng thời là khoá chính (vocabulary_registry_meta_pkey), nên mỗi tổ chức có nhiều nhất MỘT dòng metadata; cardinality là 1 — 0..1, KHÔNG phải 1–1 bắt buộc: một tổ chức có thể chưa có dòng nào"
vocabulary_registry_meta,version,CON TRỎ tới phiên bản registry đang công bố của tổ chức. NULL = chưa công bố phiên bản nào.,VERIFIED,"Không phải một phiên bản riêng: nó chỉ trỏ vào registry_versions. Trước v7 chỗ này dùng số 0 làm sentinel 'chưa công bố', nhưng KHÔNG có hàng (tenant, 0) tương ứng trong registry_versions; khi khoá ngoại ghép được áp, sentinel ấy thành tham chiếu không hợp lệ và làm hỏng đường tạo tổ chức. Catalog hiện KHÔNG có CHECK nào cấm version = 0"
vocabulary_registry_meta,updated_at,Thời điểm con trỏ được cập nhật gần nhất.,VERIFIED,
community_dialects,dialect_id,Định danh phương ngữ trong KHUÔN nền tảng.,VERIFIED,"Khuôn là thứ mọi tổ chức MỚI được nhân bản từ đó. Đây là cấu hình cấp nền tảng, KHÔNG phải dữ liệu của tenant Community dự trữ"
community_dialects,display_name,Tên phương ngữ trong khuôn.,VERIFIED,
community_dialects,language,Ngôn ngữ ký hiệu của mục trong khuôn.,VERIFIED,
community_dialects,is_alphabet,Mục này là bộ chữ cái ngón tay.,VERIFIED,
community_dialects,display_order,Thứ tự hiển thị trong khuôn.,VERIFIED,
community_dialects,is_active,Mục có được nhân bản ở trạng thái đang dùng hay không.,VERIFIED,
community_dialects,note,Ghi chú của quản trị viên hệ thống.,VERIFIED,
community_dialects,updated_by,Tài khoản sửa khuôn gần nhất.,VERIFIED,
community_dialects,updated_at,Thời điểm sửa khuôn gần nhất.,VERIFIED,
community_profiles,profile_id,Định danh hồ sơ nhận dạng trong KHUÔN nền tảng.,VERIFIED,Thuộc KHUÔN cấu hình cấp nền tảng — thứ mọi tổ chức mới được nhân bản từ đó. KHÔNG phải hồ sơ nhận dạng lưu trong tenant Community dự trữ
community_profiles,display_name,Tên hồ sơ trong khuôn.,VERIFIED,
community_profiles,is_trainable,Cờ được nhân bản sang recognition_profiles của tổ chức mới.,NEEDS_REVIEW,Cùng câu hỏi như recognition_profiles.is_trainable: không cổng huấn luyện nào đọc
community_profiles,display_order,Thứ tự hiển thị trong khuôn.,VERIFIED,
community_profiles,is_active,Hồ sơ có được nhân bản hay không.,VERIFIED,
community_profiles,note,Ghi chú của quản trị viên hệ thống.,VERIFIED,
community_profiles,updated_by,Tài khoản sửa khuôn gần nhất.,VERIFIED,
community_profiles,updated_at,Thời điểm sửa khuôn gần nhất.,VERIFIED,
community_versions,version,Số hiệu phiên bản của KHUÔN nền tảng.,VERIFIED,"KHÁC `registry_versions.version` (phiên bản registry của một tổ chức) và khác `vocabulary_registry_meta.version` (con trỏ). Ba khái niệm, cùng một chữ. Đây là phiên bản của KHUÔN nền tảng, không phải phiên bản dữ liệu của tenant Community dự trữ"
community_versions,content_hash,Băm nội dung khuôn tại thời điểm đóng băng.,VERIFIED,Công bố là luỹ đẳng theo NỘI DUNG: khuôn không đổi thì trả về bản đã có chứ không đúc bản trùng
community_versions,snapshot,Bản chụp bất biến của khuôn tại thời điểm công bố.,VERIFIED,
community_versions,note,Ghi chú kèm lượt công bố khuôn.,VERIFIED,
community_versions,created_by,Tài khoản đã công bố khuôn.,VERIFIED,
community_versions,created_at,Thời điểm công bố khuôn.,VERIFIED,`tenants.cloned_from_community_version` trỏ vào đây để ghi lại tổ chức được tạo từ bản khuôn nào
training_job_classes,job_id,Lượt huấn luyện mà ánh xạ lớp này thuộc về.,VERIFIED,
training_job_classes,class_idx,Chỉ số lớp trong không gian nhãn CỦA RIÊNG lượt huấn luyện này.,VERIFIED,"Là hợp đồng đầu ra của job, đọc lại theo đúng thứ tự chỉ số. Không phải `classes.class_idx` của danh mục. Cùng `job_id` tạo thành KHOÁ CHÍNH (training_job_classes_pkey), nên mỗi job không có hai dòng cùng chỉ số"
training_job_classes,class_uid,"Lớp VSL nguồn tương ứng, nếu ánh xạ còn gắn được với lớp hiện hành.",VERIFIED,"Tra ngược từ `label` TẠI THỜI ĐIỂM GHI và để NULL nếu không khớp. Đây là đường dẫn tiện lợi về danh mục, được phép mất khi lớp bị xoá — `label` mới là hợp đồng"
training_job_classes,label,"Nhãn lớp, chụp lại tại thời điểm huấn luyện. Đây LÀ hợp đồng đầu ra.",VERIFIED,Một nhãn không tra được về danh mục vẫn phải lưu; vì thế nó NOT NULL còn class_uid thì không
training_job_classes,tenant_id,Tổ chức xác định phạm vi của ánh xạ lớp huấn luyện.,VERIFIED,
training_jobs,job_id,Định danh lượt huấn luyện.,VERIFIED,
training_jobs,status,"Trạng thái vòng đời: `queued`, `running`, `completed`, `failed` hoặc `cancelled`.",VERIFIED,"Không có CHECK nào ràng tập này; nó đến từ mã. Trên sản xuất hiện có completed, failed, cancelled — hai giá trị kia là trạng thái tạm"
training_jobs,model_type,Kiến trúc mô hình của lượt huấn luyện.,VERIFIED,Đối chiếu với `model.get_model_name()` lúc nạp lại điểm lưu; mặc định TCN khi điểm lưu không khai
training_jobs,config,"Cấu hình huấn luyện đã dùng, dạng JSON.",VERIFIED,"Đọc lại bằng `TrainingConfig(**config_raw)`, nên hình dạng do lớp ấy quy định chứ không tự do"
training_jobs,auth_user_id,Tài khoản được ghi nhận là tác nhân của lượt huấn luyện.,VERIFIED,"Có thể NULL. Catalog không chứng minh hành động cụ thể (khởi chạy, yêu cầu…), nên mô tả dừng ở 'tác nhân'"
training_jobs,created_at,Thời điểm tạo lượt huấn luyện.,VERIFIED,
training_jobs,started_at,Thời điểm bắt đầu thực thi; NULL khi chưa chạy.,VERIFIED,
training_jobs,completed_at,Thời điểm kết thúc thực thi; NULL khi chưa xong.,VERIFIED,
training_jobs,current_epoch,"Epoch đang chạy, đếm từ 1.",VERIFIED,"Vòng lặp huấn luyện là `range(1, cfg.epochs + 1)` — MỘT-based, không phải zero-based"
training_jobs,total_epochs,Tổng số epoch dự kiến.,VERIFIED,
training_jobs,checkpoint_path,Đường dẫn tệp điểm lưu mô hình sau khi huấn luyện.,VERIFIED,"Là đường dẫn tệp, không phải khoá kho đối tượng: `load_checkpoint()` mở trực tiếp. Có đường dự phòng khi bộ chạy không trả về đường dẫn"
training_jobs,test_acc,"Độ chính xác trên tập kiểm tra, thang **0..1**.",VERIFIED,"Tính bằng số dự đoán đúng chia tổng mẫu, không nhân 100. Đọc từ điểm lưu ở cấp job"
training_jobs,test_f1,"F1 **macro** trên tập kiểm tra, thang 0..1.",VERIFIED,"`macro_f1` tính F1 từng lớp rồi lấy trung bình KHÔNG trọng số, nên lớp hiếm có trọng lượng ngang lớp phổ biến"
training_jobs,error_message,Lý do lượt huấn luyện thất bại hoặc bị huỷ.,VERIFIED,
training_jobs,promoted_at,Thời điểm quản trị viên đưa mô hình này lên phục vụ nhận dạng thời gian thực.,VERIFIED,
training_jobs,superseded_at,Thời điểm một lượt thăng hạng SAU cho cùng phương ngữ chiếm chỗ phục vụ.,VERIFIED,"Mỗi phương ngữ chỉ có MỘT chỗ phục vụ, nên 'đang phục vụ' = promoted_at có giá trị VÀ superseded_at còn trống. Riêng promoted_at không trả lời được câu hỏi ấy"
training_jobs,evaluation,"Kết quả đánh giá bổ sung, dạng JSON.",VERIFIED,NULL với các job chạy trước khi tính năng đánh giá được thêm; giao diện phải chịu được điều đó
training_jobs,tenant_id,Tổ chức xác định phạm vi của lượt huấn luyện.,VERIFIED,
training_jobs,registry_version,"Phiên bản registry của chính tổ chức, neo vào lượt huấn luyện để lưu nguồn gốc không gian từ vựng tại thời điểm chạy.",VERIFIED,"NULL khi lượt huấn luyện không gắn phiên bản. Khoá ngoại ghép `(tenant_id, registry_version)` nên phiên bản phải thuộc đúng tổ chức ấy — cho biết ảnh chụp từ vựng NÀO gắn với lượt chạy, thay vì chỉ biết chạy lúc nào"
training_metrics,job_id,Lượt huấn luyện mà bản ghi chỉ số thuộc về.,VERIFIED,"Có HAI khoá ngoại tới training_jobs: khoá một cột (di sản) và khoá ghép `(tenant_id, job_id)` tenant-aware. Cả hai đều CASCADE"
training_metrics,epoch,"Epoch mà bộ chỉ số này được ghi, đếm từ 1.",VERIFIED,"Cùng gốc đếm với `training_jobs.current_epoch`. `(job_id, epoch)` là KHOÁ CHÍNH của bảng (training_metrics_pkey), không phải một chỉ mục duy nhất riêng; ghi lại cùng epoch thì bỏ qua"
training_metrics,train_loss,Loss trên dữ liệu huấn luyện tại epoch.,VERIFIED,Hàm loss là entropy chéo (`nn.CrossEntropyLoss`)
training_metrics,train_acc,"Độ chính xác trên dữ liệu huấn luyện tại epoch, thang **0..1**.",VERIFIED,
training_metrics,val_loss,Loss trên dữ liệu kiểm định tại epoch.,VERIFIED,Cùng hàm entropy chéo
training_metrics,val_acc,"Độ chính xác trên dữ liệu kiểm định tại epoch, thang **0..1**.",VERIFIED,
training_metrics,val_f1,"F1 **macro** trên dữ liệu kiểm định tại epoch, thang 0..1.",VERIFIED,Cùng `macro_f1` với test_f1: trung bình không trọng số trên các lớp
training_metrics,created_at,Thời điểm ghi bản ghi chỉ số.,VERIFIED,
training_metrics,tenant_id,Tổ chức xác định phạm vi của chỉ số.,VERIFIED,"SUY RA từ hàng job cha ngay trong câu INSERT, không nhận từ người gọi: thẩm quyền của đầu ra phải là hàng job đã lưu, không phải điều lượt gọi tuyên bố. Job không tồn tại thì lượt ghi lặng lẽ không làm gì, thay vì tạo chỉ số mồ côi"
password_reset_tokens,token_hash,Băm SHA-256 của mã đặt lại mật khẩu. Bảng KHÔNG lưu mã gốc.,VERIFIED,Mã được sinh với entropy CAO nên không cần slow hash kiểu mật khẩu; CSDL chỉ giữ SHA-256 của mã. Cùng cách với refresh token
password_reset_tokens,user_id,Tài khoản mà mã đặt lại này thuộc về.,VERIFIED,
password_reset_tokens,expires_at,Thời điểm mã hết hiệu lực.,VERIFIED,
password_reset_tokens,used_at,Thời điểm mã đã được dùng; NULL khi chưa dùng.,VERIFIED,"Dùng một lần: khác `expires_at` ở chỗ mã có thể chết vì đã tiêu, không chỉ vì hết giờ"
password_reset_tokens,created_at,Thời điểm phát mã.,VERIFIED,
refresh_tokens,token_hash,Băm SHA-256 của refresh token. Bảng KHÔNG lưu token gốc.,VERIFIED,"Token sinh với entropy CAO nên không cần slow hash kiểu mật khẩu; CSDL chỉ giữ SHA-256. Khác `verification_codes.code_hash` (mã entropy thấp, phải HMAC + pepper)"
refresh_tokens,user_id,Tài khoản giữ token này.,VERIFIED,
refresh_tokens,expires_at,Thời điểm token hết hạn.,VERIFIED,
refresh_tokens,revoked_at,Thời điểm token bị thu hồi.,VERIFIED,"Ghi bằng `COALESCE(revoked_at, NOW())` nên KHÔNG ghi đè mốc cũ: ghi đè sẽ làm cửa sổ ân hạn trượt theo mỗi lần gọi, và một token bị trộm sống mãi bằng cách gọi lại đều đặn"
refresh_tokens,created_at,Thời điểm phát token.,VERIFIED,
refresh_tokens,family_id,Định danh HỌ token: cả chuỗi xoay bắt nguồn từ một lần đăng nhập.,VERIFIED,NULL với token cấp trước khi cơ chế này ra đời — những token ấy chỉ đốt được chính mình
refresh_tokens,replaced_by,Tham chiếu logic tới refresh token đã thay thế token này trong chuỗi xoay; lưu bằng băm của token kế nhiệm.,VERIFIED,"KHÔNG có khoá ngoại: trỏ tới `token_hash` nhưng CSDL không cưỡng chế, nên một hàng đã dọn để lại tham chiếu treo. Hàng đã hết hạn được giữ thêm 7 ngày trước khi dọn (auth.purge_expired_refresh_tokens, mặc định retain_days=7, chạy hằng ngày qua saas_tasks.cleanup_refresh_tokens) để chuỗi `replaced_by` còn dựng lại được đường xoay khi điều tra. Đây là chính sách lưu giữ của HÀNG trong mã ứng dụng, không phải ràng buộc CSDL và không phải TTL của giá trị cột"
refresh_tokens,reuse_detected_at,Thời điểm phát hiện một refresh token đã bị thay thế được dùng lại NGOÀI cửa sổ ân hạn — coi như bị đánh cắp.,VERIFIED,"Cột là BẰNG CHỨNG trạng thái, không phải tác nhân: CSDL không có trigger nào ở đây. Khi workflow phát hiện tái sử dụng (auth._burn_token_family) ghi mốc này, chính nó thu hồi mọi token cùng `family_id` và chặn các access token liên quan qua Redis; cố ý KHÔNG thu hồi toàn tài khoản, vì kẻ trộm theo cấu trúc đang giữ token MỚI NHẤT của họ"
user_action_passcodes,user_id,"Tài khoản sở hữu mã hành động. Vừa là khoá chính vừa là khoá ngoại, nên mỗi tài khoản có tối đa MỘT cấu hình.",VERIFIED,
user_action_passcodes,passcode_hash,"Băm mã hành động, dùng CÙNG bộ băm mật khẩu với `auth.py`.",VERIFIED,"Cố ý không tự chọn thuật toán riêng: hai bộ băm cho hai loại bí mật nghĩa là hai lịch nâng cấp tham số, và cái ít được để ý sẽ tụt lại"
user_action_passcodes,status,"Trạng thái: `ACTIVE`, `LOCKED` hoặc `REVOKED`.",VERIFIED,"CSDL CÓ ràng tập này: ck_user_action_passcodes_status CHECK (status = ANY (ARRAY['ACTIVE','LOCKED','REVOKED'])). app/authorization/passcode.py ghi đúng ba giá trị ấy — hai lớp cùng nói một điều, nên thêm trạng thái mới phải sửa CẢ HAI"
user_action_passcodes,failed_count,Số lần nhập sai tích luỹ.,VERIFIED,"CHỈ về 0 khi nhập ĐÚNG, không tự về 0 theo thời gian: một mã sáu ký tự với đồng hồ tự tha thứ là một mã dò được, chỉ chậm hơn. ck_user_action_passcodes_failed_count cấm giá trị âm"
user_action_passcodes,created_at,Thời điểm đặt mã.,VERIFIED,
user_action_passcodes,updated_at,Thời điểm cập nhật gần nhất.,VERIFIED,
user_action_passcodes,locked_until,Thời điểm hết khoá sau khi nhập sai; NULL khi không bị khoá.,VERIFIED,Thời gian khoá TĂNG DẦN theo ngưỡng số lần sai
user_action_passcodes,revoked_at,Thời điểm mã bị thu hồi.,VERIFIED,
user_recovery_codes,code_hash,Băm HMAC-SHA256 của một mã khôi phục. Bảng KHÔNG lưu mã gốc.,VERIFIED,"Mã khôi phục được BĂM chứ không mã hoá, vì chỉ cần trả lời đúng/sai — khác `user_totp.secret_enc` vốn cần chính bí mật để tính lại mã"
user_recovery_codes,user_id,Tài khoản sở hữu bộ mã khôi phục.,VERIFIED,
user_recovery_codes,used_at,Thời điểm mã đã được dùng; NULL khi chưa dùng.,VERIFIED,Mỗi mã dùng ĐÚNG MỘT LẦN: lượt xác minh đòi `used_at IS NULL`
user_recovery_codes,created_at,Thời điểm cấp mã.,VERIFIED,
user_totp,user_id,"Tài khoản sở hữu cấu hình TOTP. Vừa là khoá chính vừa là khoá ngoại, nên mỗi tài khoản có tối đa MỘT cấu hình.",VERIFIED,
user_totp,secret_enc,Bí mật TOTP đã **MÃ HOÁ** (Fernet) — KHÔNG phải băm.,VERIFIED,"Trong các cột lưu VẬT LIỆU XÁC THỰC của nhóm B, đây là trường duy nhất phải giữ ở dạng KHÔI PHỤC ĐƯỢC; các credential còn lại dùng cơ chế một chiều hợp với loại bí mật của chúng. TOTP cần chính bí mật để tính lại mã nên băm một chiều là vô dụng"
user_totp,confirmed_at,Thời điểm người dùng xác nhận và 2FA bật; NULL khi bí mật đã ghi nhưng chưa bật.,VERIFIED,Bật 2FA là HAI bước có chủ ý: gộp làm một sẽ khoá người dùng ra khỏi tài khoản khi ứng dụng xác thực quét hỏng hoặc đồng hồ lệch
user_totp,last_used_step,Bước thời gian TOTP đã dùng gần nhất — chống phát lại.,VERIFIED,"Một mã TOTP sống 30 giây; không ghi lại bước đã dùng thì người nhìn trộm màn hình gõ lại đúng mã đó vẫn vào được, và đó chính là kịch bản 2FA sinh ra để chặn"
user_totp,created_at,Thời điểm bắt đầu đăng ký TOTP.,VERIFIED,Đặt lại khi người dùng đăng ký lại: lượt ghi đè cũng xoá `confirmed_at` và `last_used_step`
verification_codes,challenge_id,Định danh một thử thách xác minh.,VERIFIED,
verification_codes,user_id,"Tài khoản liên quan tới thử thách, nếu đã tồn tại; có thể NULL với thử thách tạo TRƯỚC khi đăng ký hoàn tất.",VERIFIED,Đây là lý do quan hệ mang tên 'is associated with' chứ không 'has'
verification_codes,purpose,"Mục đích: `verify_email`, `verify_phone` hoặc `reset_password`.",VERIFIED,verification_codes_purpose_valid ràng đúng ba giá trị này. Trên sản xuất hiện chỉ quan sát thấy verify_email và reset_password
verification_codes,channel,Kênh gửi mã: `email` hoặc `sms`.,VERIFIED,verification_codes_channel_valid ràng đúng hai giá trị này. Trên sản xuất hiện chỉ quan sát thấy email
verification_codes,destination,Địa chỉ hoặc số điện thoại mà mã được gửi tới.,VERIFIED,"Cùng với `purpose`, được buộc vào thông điệp băm để TÁCH MIỀN: một mã phát để xác minh số điện thoại không được đồng thời hợp lệ như mã đặt lại mật khẩu, và cùng một mã gửi tới hai địa chỉ khác nhau không được va nhau"
verification_codes,code_hash,"Băm HMAC-SHA256 của mã, khoá bằng pepper NGOÀI cơ sở dữ liệu.",VERIFIED,"Không dùng SHA-256 trần như token: mã sáu chữ số chỉ có một triệu khả năng, băm trần là duyệt cạn trong một giây. Pepper nằm ngoài CSDL nên một bản sao lưu bị lộ vẫn không đủ để dò"
verification_codes,attempts,Số lần đã thử nhập mã.,VERIFIED,Chịu BẤT BIẾN NHIỀU CỘT verification_codes_attempts_bounded: attempts >= 0 AND attempts <= max_attempts. CSDL không cho phép một thử thách ghi nhận nhiều lần thử hơn mức trần của chính nó
verification_codes,max_attempts,Số lần thử tối đa trước khi thử thách chết; mặc định 5.,VERIFIED,"Mặc định 5 ở cấp cột. Cùng `attempts` chịu verification_codes_attempts_bounded, nên hạ trần xuống dưới số lần đã thử sẽ bị CSDL từ chối"
verification_codes,created_at,Thời điểm phát thử thách.,VERIFIED,
verification_codes,expires_at,Thời điểm thử thách hết giờ.,VERIFIED,
verification_codes,consumed_at,Thời điểm mã đã được tiêu; NULL khi chưa dùng.,VERIFIED,"Khác `expires_at`: một thử thách chết vì ĐÃ DÙNG, vì HẾT GIỜ, hoặc vì cạn `max_attempts` — ba đường khác nhau"
plans,plan_code,"Mã gói, ổn định và là thứ mọi phép cưỡng chế tra theo.",VERIFIED,Không sửa được lúc chạy: nó là khoá chính và có khoá ngoại từ `tenants` lẫn `tenant_subscriptions` trỏ tới
plans,display_name,Tên gói hiển thị cho người dùng.,VERIFIED,
plans,description,Mô tả gói cho bảng giá.,VERIFIED,
plans,max_storage_mb,"Trần dung lượng dữ liệu của tổ chức, tính bằng MB. **Đang được cưỡng chế**.",VERIFIED,Hạn mức DỮ LIỆU duy nhất từ v8. Cưỡng chế đồng bộ ở mọi đường ghi qua `app/storage_quota.py`; NULL nghĩa là không giới hạn
plans,max_api_keys,Trần số khoá API còn hiệu lực. **Đang được cưỡng chế**.,VERIFIED,`plans.check_quota` đếm khoá chưa thu hồi trên bảng nguồn
plans,max_webhook_endpoints,Trần số webhook đang bật. **Đang được cưỡng chế**.,VERIFIED,`plans.check_quota` đếm trên bảng nguồn
plans,max_concurrent_training_jobs,"Số lượt huấn luyện được chạy đồng thời. **Đang được cưỡng chế**, nhưng là kiểm soát AN TOÀN VẬN HÀNH cho bộ chạy GPU, không phải hạn mức thương mại.",VERIFIED,Job vượt mức vào hàng đợi chứ không bị từ chối. Đừng đem lên bảng giá
plans,max_queued_training_jobs,"Số lượt huấn luyện được xếp hàng. **Đang được cưỡng chế**, cũng là kiểm soát an toàn vận hành.",VERIFIED,
plans,max_seats,Giá trị số thành viên khai trong cấu hình gói.,VERIFIED,"Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết. CHECK ck_plans_limits_non_negative cấm giá trị âm cho nhóm trần gốc. Gỡ khỏi `USAGE_METRICS` ở v8: số thành viên thuộc mặt phẳng phân quyền, ở đó vì lý do bảo mật chứ không vì lý do thương mại"
plans,max_samples,Giá trị số mẫu khai trong cấu hình gói.,VERIFIED,Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết. Gỡ ở v8 vì `samples` và `classes` là hai cách nói về cùng một tài nguyên. VẪN được `workspace_admin.ALLOCATABLE_METRICS` đọc để chia cho từng project — xem mục OPEN trong docs/10-issues/KNOWN_ISSUES.md
plans,max_classes,Giá trị số lớp khai trong cấu hình gói.,VERIFIED,Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết. Gỡ ở v8 cùng lý do với `max_samples`
plans,max_training_jobs_per_month,Giá trị số lượt huấn luyện mỗi tháng khai trong cấu hình gói.,VERIFIED,"Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết. Gỡ ở v8: chặn theo SỐ LẦN phạt người chạy nhiều job nhỏ và tha người chạy ít job nặng, trong khi thứ tốn kém là compute. Vẫn được màn hình cấp phát project đọc"
plans,max_workspaces,Giá trị số workspace khai trong cấu hình gói.,VERIFIED,"Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết. CHECK ck_plans_v6_limits_non_negative cấm giá trị âm cho nhóm trần v6 (max_workspaces, max_projects và các trần cùng đợt)"
plans,max_projects,Giá trị số project khai trong cấu hình gói.,VERIFIED,Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết.
plans,included_training_credits,Lượng tín dụng huấn luyện được KÈM THEO gói.,VERIFIED,"Là một khoản ĐƯỢC CẤP, không phải một trần — nên không mô tả bằng chữ 'tối đa'. Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết."
plans,audit_retention_days,Số ngày giữ nhật ký kiểm toán khai trong cấu hình gói.,VERIFIED,Giá trị được khai trong cấu hình gói; HIỆN CHƯA có cổng nào cưỡng chế. Xem `plans.PLAN_LIMIT_ENFORCEMENT` — API trả cờ này ra để giao diện không trình bày nó như một cam kết. Chưa có cơ chế dọn nào đọc giá trị này
plans,price_cents,"Giá NIÊM YẾT của gói, theo đơn vị nhỏ nhất của `currency`.",VERIFIED,"Hệ thống KHÔNG có bộ xử lý thanh toán: không hoá đơn, không cổng thanh toán, không ghi nhận giao dịch. Đây là cấu hình bảng giá, không phải số tiền đã hoặc sẽ thu. NULL nghĩa là CHƯA CÔNG BỐ, khác 0 là miễn phí"
plans,currency,Đơn vị tiền của giá niêm yết; mặc định VND.,VERIFIED,"VND không có đơn vị lẻ, nên `price_cents` với tiền Việt thực chất là số đồng"
plans,billing_period,Chu kỳ tính phí khai cho gói; mặc định `monthly`.,VERIFIED,MIỀN CHO PHÉP do ck_plans_billing_period quy định. Là cấu hình thương mại. Chu kỳ được `subscription_lifecycle` dùng để đặt kỳ hạn và nhắc hạn — KHÔNG để thu tiền
plans,is_self_serve,Gói này có cho tổ chức tự đăng ký hay không.,VERIFIED,Đường tự đăng ký đòi cờ này bật; `tenant_admin` từ chối nếu không
plans,is_listed,Gói có hiện trên bảng giá công khai hay không.,VERIFIED,Gói của tenant nền tảng không lộ ra nhờ cờ này
plans,trial_days,Số ngày dùng thử khi mở kỳ hạn đầu tiên.,VERIFIED,
plans,sort_order,Thứ tự hiển thị trên bảng giá.,VERIFIED,
plans,created_at,Thời điểm tạo gói.,VERIFIED,
plans,updated_at,Thời điểm sửa gói gần nhất.,VERIFIED,Gói sửa được lúc chạy qua `PATCH /billing/plans/{code}`; seed dùng ON CONFLICT DO NOTHING nên một lượt triển khai lại không ghi đè chỉnh tay
tenant_subscriptions,subscription_id,Định danh một dòng lịch sử đăng ký.,VERIFIED,
tenant_subscriptions,tenant_id,Tổ chức mà dòng lịch sử này thuộc về.,VERIFIED,
tenant_subscriptions,plan_code,Gói được chọn tại dòng lịch sử này.,VERIFIED,KHÔNG phải gói hiện hành: nguồn đọc của mọi phép cưỡng chế là `tenants.plan_code`. Bảng này ghi CHUỖI thay đổi
tenant_subscriptions,status,Trạng thái của dòng đăng ký.,VERIFIED,"Dòng cũ chuyển sang `superseded` khi đổi gói. LƯU Ý: ràng buộc 'mỗi tổ chức tối đa một dòng đang mở' nằm ở `ended_at`, KHÔNG ở cột này — uq_tenant_subscriptions_open có predicate `ended_at IS NULL` và không đọc `status`"
tenant_subscriptions,started_at,Thời điểm dòng đăng ký này bắt đầu.,VERIFIED,
tenant_subscriptions,ended_at,Thời điểm dòng đăng ký này kết thúc; NULL khi đang mở.,VERIFIED,"Là cột QUYẾT ĐỊNH dòng nào còn mở: chỉ mục duy nhất MỘT PHẦN uq_tenant_subscriptions_open trên `tenant_id` có predicate `ended_at IS NULL`, nên mỗi tổ chức có tối đa MỘT dòng chưa kết thúc. Predicate KHÔNG nhìn `status`"
tenant_subscriptions,changed_by,Tài khoản thực hiện lượt đổi gói.,VERIFIED,
tenant_subscriptions,note,Ghi chú kèm lượt đổi gói.,VERIFIED,
tenant_subscriptions,created_at,Thời điểm ghi dòng.,VERIFIED,
tenant_subscriptions,current_period_start,Đầu kỳ hạn hiện tại.,VERIFIED,
tenant_subscriptions,current_period_end,"Cuối kỳ hạn hiện tại; là mốc để nhắc hạn, mở kỳ mới và tính ân hạn.",VERIFIED,
tenant_subscriptions,auto_renew,Kỳ hạn có tự mở lại khi hết hạn hay không.,VERIFIED,
tenant_subscriptions,grace_until,Thời điểm hết ân hạn sau khi kỳ hạn kết thúc; NULL khi chưa vào ân hạn.,VERIFIED,Đặt lại về NULL mỗi khi mở kỳ hạn mới
tenant_subscriptions,trial_ends_at,Thời điểm hết dùng thử.,VERIFIED,
